>2582580538_2582678739,ME16806DRAFT_00697
>GCA_003164305.1_FGCIDONG_03813,hypothetical
>GCA_003164305.1_FGCIDONG_03814,hypothetical
>GCA_003164305.1_FGCIDONG_03815,Ubiquinone/menaquinone
>GCA_003164305.1_FGCIDONG_03816,Alpha-ketoglutarate-dependent
>GCA_003164305.1_FGCIDONG_03817,Alpha-ketoglutarate-dependent
>GCA_003164305.1_FGCIDONG_03818,hypothetical
>GCA_003164305.1_FGCIDONG_03819,Glutathione-binding
>GCA_003164305.1_FGCIDONG_03820,hypothetical
>GCA_003164305.1_FGCIDONG_04778,hypothetical
>GCA_003164305.1_FGCIDONG_04779,putative
>GCA_003164305.1_FGCIDONG_04780,hypothetical
>GCA_003164305.1_FGCIDONG_04781,Alpha-ketoglutarate-dependent
>GCA_003164305.1_FGCIDONG_04782,L-threonine
>GCA_003164305.1_FGCIDONG_04783,L-fuculose
>GCA_003164305.1_FGCIDONG_04784,Thymidylate
>GCA_003164305.1_FGCIDONG_06756,hypothetical
>GCA_003164305.1_FGCIDONG_06757,High-affinity
>GCA_003164305.1_FGCIDONG_06758,hypothetical
>GCA_003164305.1_FGCIDONG_06759,Alpha-ketoglutarate-dependent
>GCA_003164305.1_FGCIDONG_06760,Beta-glucuronidase
>GCA_003164305.1_FGCIDONG_06761,hypothetical
>GCA_003164305.1_FGCIDONG_06762,Inner
>GCA_003164495.1_NADNGMEE_02479,putative
>GCA_003164495.1_NADNGMEE_02480,hypothetical
>GCA_003164495.1_NADNGMEE_02481,hypothetical
>GCA_003164495.1_NADNGMEE_02482,Alpha-ketoglutarate-dependent
>GCA_003164495.1_NADNGMEE_02483,hypothetical
>GCA_003164495.1_NADNGMEE_02484,D-malate
>GCA_003164495.1_NADNGMEE_02485,hypothetical
>GCA_003168115.1_IEMNIPDG_00820,hypothetical
>GCA_003168115.1_IEMNIPDG_00821,hypothetical
>GCA_003168115.1_IEMNIPDG_00822,hypothetical
>GCA_003168115.1_IEMNIPDG_00823,Alpha-ketoglutarate-dependent
>GCA_003168115.1_IEMNIPDG_00824,hypothetical
>GCA_003168115.1_IEMNIPDG_00825,Bifunctional
>GCA_003168115.1_IEMNIPDG_00826,hypothetical
>GCA_003168115.1_IEMNIPDG_00874,hypothetical
>GCA_003168115.1_IEMNIPDG_00875,High-affinity
>GCA_003168115.1_IEMNIPDG_00876,Vitamin
>GCA_003168115.1_IEMNIPDG_00877,Alpha-ketoglutarate-dependent
>GCA_003168115.1_IEMNIPDG_00878,3-phenylpropionate-dihydrodiol/cinnamic
>GCA_003168115.1_IEMNIPDG_00879,hypothetical
>GCA_003168115.1_IEMNIPDG_00880,Short-chain-enoyl-CoA
>GCA_003168115.1_IEMNIPDG_02086,Glycogen
>GCA_003168115.1_IEMNIPDG_02087,Vitamin
>GCA_003168115.1_IEMNIPDG_02088,Trehalose-6-phosphate
>GCA_003168115.1_IEMNIPDG_02089,Alpha-ketoglutarate-dependent
>GCA_003168115.1_IEMNIPDG_02090,Alpha-ketoglutarate-dependent
>GCA_003168115.1_IEMNIPDG_02091,Alpha-ketoglutarate-dependent
>GCA_003168115.1_IEMNIPDG_02092,hypothetical
>GCA_003168115.1_IEMNIPDG_02093,hypothetical
>GCA_003168115.1_IEMNIPDG_02094,hypothetical
>GCA_003168375.1_OPEILBCM_01851,Lipopolysaccharide
>GCA_003168375.1_OPEILBCM_01852,High-affinity
>GCA_003168375.1_OPEILBCM_01853,hypothetical
>GCA_003168375.1_OPEILBCM_01854,Alpha-ketoglutarate-dependent
>GCA_003168375.1_OPEILBCM_01855,High-affinity
>GCA_003168375.1_OPEILBCM_01856,Lipopolysaccharide
>GCA_003168375.1_OPEILBCM_01857,hypothetical
>GCA_003173615.1_CNKHAKOA_00757,hypothetical
>GCA_003173615.1_CNKHAKOA_00758,hypothetical
>GCA_003173615.1_CNKHAKOA_00759,hypothetical
>GCA_003173615.1_CNKHAKOA_00760,Alpha-ketoglutarate-dependent
>GCA_003173615.1_CNKHAKOA_00761,Riboflavin
>GCA_003173615.1_CNKHAKOA_00762,hypothetical
>GCA_003173615.1_CNKHAKOA_00763,10
>GCA_003176155.1_EFEOOPNI_01821,putative
>GCA_003176155.1_EFEOOPNI_01822,hypothetical
>GCA_003176155.1_EFEOOPNI_01823,putative
>GCA_003176155.1_EFEOOPNI_01824,Alpha-ketoglutarate-dependent
>GCA_003176155.1_EFEOOPNI_01825,2,5-diketocamphane
>GCA_003176155.1_EFEOOPNI_01826,Mandelate
>GCA_003176155.1_EFEOOPNI_01827,hypothetical
>GCA_003210055.1_DPHGBJAD_01220,Serine
>GCA_003210055.1_DPHGBJAD_01221,hypothetical
>GCA_003210055.1_DPHGBJAD_01222,Cystathionine
>GCA_003210055.1_DPHGBJAD_01223,Alpha-ketoglutarate-dependent
>GCA_003210055.1_DPHGBJAD_01224,hypothetical
>GCA_003210055.1_DPHGBJAD_01225,hypothetical
>GCA_003210055.1_DPHGBJAD_01226,hypothetical
>GCA_003210115.1_LDICILLC_00617,hypothetical
>GCA_003210115.1_LDICILLC_00618,hypothetical
>GCA_003210115.1_LDICILLC_00619,hypothetical
>GCA_003210115.1_LDICILLC_00620,Alpha-ketoglutarate-dependent
>GCA_003210115.1_LDICILLC_00621,Cystathionine
>GCA_003210115.1_LDICILLC_00622,Putative
>GCA_003210115.1_LDICILLC_00623,hypothetical
>GCA_003212315.1_ENDCJCAE_00285,L-allo-threonine
>GCA_003212315.1_ENDCJCAE_00286,hypothetical
>GCA_003212315.1_ENDCJCAE_00287,hypothetical
>GCA_003212315.1_ENDCJCAE_00288,Alpha-ketoglutarate-dependent
>GCA_003212315.1_ENDCJCAE_00289,hypothetical
>GCA_003212315.1_ENDCJCAE_00290,hypothetical
>GCA_003212315.1_ENDCJCAE_00291,S-(hydroxymethyl)glutathione
>GCA_003212315.1_ENDCJCAE_01680,3,6-anhydro-alpha-L-galactonate
>GCA_003212315.1_ENDCJCAE_01681,hypothetical
>GCA_003212315.1_ENDCJCAE_01682,RNA
>GCA_003212315.1_ENDCJCAE_01683,Alpha-ketoglutarate-dependent
>GCA_003212315.1_ENDCJCAE_01684,Dihydroanticapsin
>GCA_003212315.1_ENDCJCAE_01685,hypothetical
>GCA_003212315.1_ENDCJCAE_01686,hypothetical
>GCA_003220195.1_FLEEBFAK_03950,Sorbitol
>GCA_003220195.1_FLEEBFAK_03951,hypothetical
>GCA_003220195.1_FLEEBFAK_03952,hypothetical
>GCA_003220195.1_FLEEBFAK_03953,Alpha-ketoglutarate-dependent
>GCA_003220195.1_FLEEBFAK_03954,hypothetical
>GCA_003220195.1_FLEEBFAK_03955,ATP-dependent
>GCA_003220195.1_FLEEBFAK_03956,Putative
>GCA_003220195.1_FLEEBFAK_05028,dITP/XTP
>GCA_003220195.1_FLEEBFAK_05029,hypothetical
>GCA_003220195.1_FLEEBFAK_05030,hypothetical
>GCA_003220195.1_FLEEBFAK_05031,Alpha-ketoglutarate-dependent
>GCA_003220195.1_FLEEBFAK_05032,Hopanoid
>GCA_003220195.1_FLEEBFAK_05033,Isoprenyl
>GCA_003220195.1_FLEEBFAK_05034,hypothetical
>GCA_003220255.1_EJLEMIHM_03090,hypothetical
>GCA_003220255.1_EJLEMIHM_03091,hypothetical
>GCA_003220255.1_EJLEMIHM_03092,hypothetical
>GCA_003220255.1_EJLEMIHM_03093,Alpha-ketoglutarate-dependent
>GCA_003220255.1_EJLEMIHM_03094,hypothetical
>GCA_003220255.1_EJLEMIHM_03095,hypothetical
>GCA_003220255.1_EJLEMIHM_03096,Inner
>GCA_003220265.1_JEIONMGF_00351,hypothetical
>GCA_003220265.1_JEIONMGF_00352,Inner
>GCA_003220265.1_JEIONMGF_00353,hypothetical
>GCA_003220265.1_JEIONMGF_00354,Alpha-ketoglutarate-dependent
>GCA_003220265.1_JEIONMGF_00355,S-(hydroxymethyl)glutathione
>GCA_003220265.1_JEIONMGF_00356,hypothetical
>GCA_003220265.1_JEIONMGF_00357,2-hydroxypropyl-CoM
>GCA_003220265.1_JEIONMGF_02210,Glutathione
>GCA_003220265.1_JEIONMGF_02211,Oligopeptide
>GCA_003220265.1_JEIONMGF_02212,Formyl-CoA:oxalate
>GCA_003220265.1_JEIONMGF_02213,Alpha-ketoglutarate-dependent
>GCA_003220265.1_JEIONMGF_02214,hypothetical
>GCA_003220265.1_JEIONMGF_02215,F420-dependent
>GCA_003220265.1_JEIONMGF_02216,3-oxoacyl-[acyl-carrier-protein]
>GCA_003220265.1_JEIONMGF_02455,hypothetical
>GCA_003220265.1_JEIONMGF_02456,hypothetical
>GCA_003220265.1_JEIONMGF_02457,hypothetical
>GCA_003220265.1_JEIONMGF_02458,Alpha-ketoglutarate-dependent
>GCA_003220265.1_JEIONMGF_02459,2-methylisocitrate
>GCA_003220265.1_JEIONMGF_02460,hypothetical
>GCA_003220265.1_JEIONMGF_02461,hypothetical
>GCA_003220265.1_JEIONMGF_03188,Phenolic
>GCA_003220265.1_JEIONMGF_03189,Long-chain-fatty-acid--CoA
>GCA_003220265.1_JEIONMGF_03190,hypothetical
>GCA_003220265.1_JEIONMGF_03191,Alpha-ketoglutarate-dependent
>GCA_003220265.1_JEIONMGF_03192,hypothetical
>GCA_003220265.1_JEIONMGF_03193,hypothetical
>GCA_003220265.1_JEIONMGF_03194,hypothetical
>GCA_003220265.1_JEIONMGF_04813,hypothetical
>GCA_003220265.1_JEIONMGF_04814,hypothetical
>GCA_003220265.1_JEIONMGF_04815,F420-dependent
>GCA_003220265.1_JEIONMGF_04816,Alpha-ketoglutarate-dependent
>GCA_003220265.1_JEIONMGF_04817,SoxAX
>GCA_003220265.1_JEIONMGF_04818,hypothetical
>GCA_003220265.1_JEIONMGF_04819,hypothetical
>GCA_003220275.1_NKKBMCPI_01579,hypothetical
>GCA_003220275.1_NKKBMCPI_01580,hypothetical
>GCA_003220275.1_NKKBMCPI_01581,putative
>GCA_003220275.1_NKKBMCPI_01582,Alpha-ketoglutarate-dependent
>GCA_003220275.1_NKKBMCPI_01583,putative
>GCA_003220275.1_NKKBMCPI_01584,hypothetical
>GCA_003220275.1_NKKBMCPI_01585,RNA
>GCA_003220315.1_JMCNHFKL_03598,Transcription
>GCA_003220315.1_JMCNHFKL_03599,3-oxoadipate
>GCA_003220315.1_JMCNHFKL_03600,Acetyl-CoA:oxalate
>GCA_003220315.1_JMCNHFKL_03601,Alpha-ketoglutarate-dependent
>GCA_003220315.1_JMCNHFKL_03602,hypothetical
>GCA_003220315.1_JMCNHFKL_03603,Aliphatic
>GCA_003220315.1_JMCNHFKL_03604,hypothetical
>GCA_003220335.1_OMPNFPMD_00504,Mono(2-hydroxyethyl)
>GCA_003220335.1_OMPNFPMD_00505,hypothetical
>GCA_003220335.1_OMPNFPMD_00506,hypothetical
>GCA_003220335.1_OMPNFPMD_00507,Alpha-ketoglutarate-dependent
>GCA_003220335.1_OMPNFPMD_00508,hypothetical
>GCA_003220335.1_OMPNFPMD_00509,hypothetical
>GCA_003220335.1_OMPNFPMD_00510,hypothetical
>GCA_003220335.1_OMPNFPMD_02331,putative
>GCA_003220335.1_OMPNFPMD_02332,hypothetical
>GCA_003220335.1_OMPNFPMD_02333,Phenylacetone
>GCA_003220335.1_OMPNFPMD_02334,Alpha-ketoglutarate-dependent
>GCA_003220335.1_OMPNFPMD_02335,putative
>GCA_003220335.1_OMPNFPMD_02336,hypothetical
>GCA_003220335.1_OMPNFPMD_02337,hypothetical
>GCA_003220335.1_OMPNFPMD_04104,Flavin-dependent
>GCA_003220335.1_OMPNFPMD_04105,hypothetical
>GCA_003220335.1_OMPNFPMD_04106,hypothetical
>GCA_003220335.1_OMPNFPMD_04107,Alpha-ketoglutarate-dependent
>GCA_003220335.1_OMPNFPMD_04108,hypothetical
>GCA_003220335.1_OMPNFPMD_04109,hypothetical
>GCA_003220335.1_OMPNFPMD_04110,hypothetical
>GCA_003220335.1_OMPNFPMD_04802,putative
>GCA_003220335.1_OMPNFPMD_04803,Protein
>GCA_003220335.1_OMPNFPMD_04804,hypothetical
>GCA_003220335.1_OMPNFPMD_04805,Alpha-ketoglutarate-dependent
>GCA_003220335.1_OMPNFPMD_04806,Pyridoxal
>GCA_003220335.1_OMPNFPMD_04807,Peptide
>GCA_003220335.1_OMPNFPMD_04808,hypothetical
>GCA_003220345.1_NENAKJFN_02160,hypothetical
>GCA_003220345.1_NENAKJFN_02161,hypothetical
>GCA_003220345.1_NENAKJFN_02162,Putative
>GCA_003220345.1_NENAKJFN_02163,Alpha-ketoglutarate-dependent
>GCA_003220345.1_NENAKJFN_02164,2-hydroxypropyl-CoM
>GCA_003220345.1_NENAKJFN_02166,hypothetical
>GCA_003220345.1_NENAKJFN_02167,Multidrug
>GCA_003220345.1_NENAKJFN_04131,Inner
>GCA_003220345.1_NENAKJFN_04132,Trehalose
>GCA_003220345.1_NENAKJFN_04133,hypothetical
>GCA_003220345.1_NENAKJFN_04134,Alpha-ketoglutarate-dependent
>GCA_003220345.1_NENAKJFN_04135,hypothetical
>GCA_003220345.1_NENAKJFN_04136,Phenylacetate-coenzyme
>GCA_003220345.1_NENAKJFN_04137,hypothetical
>GCA_003220345.1_NENAKJFN_04511,hypothetical
>GCA_003220345.1_NENAKJFN_04512,hypothetical
>GCA_003220345.1_NENAKJFN_04513,Sulfoxide
>GCA_003220345.1_NENAKJFN_04514,Alpha-ketoglutarate-dependent
>GCA_003220345.1_NENAKJFN_04515,Multidrug
>GCA_003220345.1_NENAKJFN_04516,Transposon
>GCA_003220345.1_NENAKJFN_04517,Aminomethyltransferase
>GCA_003220365.1_GCFKLPMB_00961,Putative
>GCA_003220365.1_GCFKLPMB_00962,Aliphatic
>GCA_003220365.1_GCFKLPMB_00963,hypothetical
>GCA_003220365.1_GCFKLPMB_00964,Alpha-ketoglutarate-dependent
>GCA_003220365.1_GCFKLPMB_00965,Acetyl-CoA:oxalate
>GCA_003220365.1_GCFKLPMB_00966,3-oxoadipate
>GCA_003220365.1_GCFKLPMB_00967,Transcription
>GCA_003220415.1_HDFELAKG_00400,hypothetical
>GCA_003220415.1_HDFELAKG_00401,hypothetical
>GCA_003220415.1_HDFELAKG_00402,hypothetical
>GCA_003220415.1_HDFELAKG_00403,Alpha-ketoglutarate-dependent
>GCA_003220415.1_HDFELAKG_00404,5,6-dimethylbenzimidazole
>GCA_003220415.1_HDFELAKG_00405,hypothetical
>GCA_003220415.1_HDFELAKG_00406,hypothetical
>GCA_003220415.1_HDFELAKG_04149,hypothetical
>GCA_003220415.1_HDFELAKG_04150,hypothetical
>GCA_003220415.1_HDFELAKG_04151,hypothetical
>GCA_003220415.1_HDFELAKG_04152,Alpha-ketoglutarate-dependent
>GCA_003220415.1_HDFELAKG_04153,hypothetical
>GCA_003220415.1_HDFELAKG_04154,hypothetical
>GCA_003220415.1_HDFELAKG_04155,4-methylaminobutanoate
>GCA_003220415.1_HDFELAKG_04639,hypothetical
>GCA_003220415.1_HDFELAKG_04640,F420-dependent
>GCA_003220415.1_HDFELAKG_04641,hypothetical
>GCA_003220415.1_HDFELAKG_04642,Alpha-ketoglutarate-dependent
>GCA_003220415.1_HDFELAKG_04643,(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione
>GCA_003220415.1_HDFELAKG_04644,hypothetical
>GCA_003220415.1_HDFELAKG_04645,hypothetical
>GCA_003220415.1_HDFELAKG_05507,putative
>GCA_003220415.1_HDFELAKG_05508,hypothetical
>GCA_003220415.1_HDFELAKG_05509,F420-dependent
>GCA_003220415.1_HDFELAKG_05510,Alpha-ketoglutarate-dependent
>GCA_003220415.1_HDFELAKG_05511,Phenylacetone
>GCA_003220415.1_HDFELAKG_05512,hypothetical
>GCA_003220415.1_HDFELAKG_05513,Putative
>GCA_003220425.1_GMFGOALI_03930,Enoyl-[acyl-carrier-protein]
>GCA_003220425.1_GMFGOALI_03931,F420-dependent
>GCA_003220425.1_GMFGOALI_03932,hypothetical
>GCA_003220425.1_GMFGOALI_03933,Alpha-ketoglutarate-dependent
>GCA_003220425.1_GMFGOALI_03934,putative
>GCA_003220425.1_GMFGOALI_03935,hypothetical
>GCA_003220425.1_GMFGOALI_03936,hypothetical
>GCA_003220435.1_LMKPNKNL_02437,Putrescine--pyruvate
>GCA_003220435.1_LMKPNKNL_02438,Acetophenone
>GCA_003220435.1_LMKPNKNL_02439,Acetophenone
>GCA_003220435.1_LMKPNKNL_02440,Alpha-ketoglutarate-dependent
>GCA_003220435.1_LMKPNKNL_02441,Flavin-dependent
>GCA_003220435.1_LMKPNKNL_02442,Phenoxybenzoate
>GCA_003220435.1_LMKPNKNL_02443,hypothetical
>GCA_003220495.1_JNHLGBEP_00833,3',5'-cyclic
>GCA_003220495.1_JNHLGBEP_00834,Acetoin:2,6-dichlorophenolindophenol
>GCA_003220495.1_JNHLGBEP_00835,Haloalkane
>GCA_003220495.1_JNHLGBEP_00836,Alpha-ketoglutarate-dependent
>GCA_003220495.1_JNHLGBEP_00837,Glutathione
>GCA_003220495.1_JNHLGBEP_00838,Glutathione
>GCA_003220495.1_JNHLGBEP_00839,Periplasmic
>GCA_003220495.1_JNHLGBEP_01615,hypothetical
>GCA_003220495.1_JNHLGBEP_01616,phosphoglycerate
>GCA_003220495.1_JNHLGBEP_01617,hypothetical
>GCA_003220495.1_JNHLGBEP_01618,Alpha-ketoglutarate-dependent
>GCA_003220495.1_JNHLGBEP_01619,Putative
>GCA_003220495.1_JNHLGBEP_01620,4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol
>GCA_003220495.1_JNHLGBEP_01621,Ycf48-like
>GCA_003220495.1_JNHLGBEP_01804,hypothetical
>GCA_003220495.1_JNHLGBEP_01805,Phenoxybenzoate
>GCA_003220495.1_JNHLGBEP_01806,Flavin-dependent
>GCA_003220495.1_JNHLGBEP_01807,Alpha-ketoglutarate-dependent
>GCA_003220495.1_JNHLGBEP_01808,hypothetical
>GCA_003220495.1_JNHLGBEP_01809,Flavin-dependent
>GCA_003220495.1_JNHLGBEP_01810,Acetophenone
>GCA_003220495.1_JNHLGBEP_03641,hypothetical
>GCA_003220495.1_JNHLGBEP_03642,hypothetical
>GCA_003220495.1_JNHLGBEP_03643,Anthranilate
>GCA_003220495.1_JNHLGBEP_03644,Alpha-ketoglutarate-dependent
>GCA_003220495.1_JNHLGBEP_03645,NADH
>GCA_003220495.1_JNHLGBEP_03646,Inositol
>GCA_003220495.1_JNHLGBEP_03647,hypothetical
>GCA_003220525.1_KJIOAMGJ_03055,hypothetical
>GCA_003220525.1_KJIOAMGJ_03056,Adenosylcobalamin/alpha-ribazole
>GCA_003220525.1_KJIOAMGJ_03057,hypothetical
>GCA_003220525.1_KJIOAMGJ_03058,Alpha-ketoglutarate-dependent
>GCA_003220525.1_KJIOAMGJ_03059,Response
>GCA_003220525.1_KJIOAMGJ_03060,Putative
>GCA_003220525.1_KJIOAMGJ_03061,DNA
>GCA_003220525.1_KJIOAMGJ_03484,Glutathione
>GCA_003220525.1_KJIOAMGJ_03485,Putative
>GCA_003220525.1_KJIOAMGJ_03486,2-iminobutanoate/2-iminopropanoate
>GCA_003220525.1_KJIOAMGJ_03487,Alpha-ketoglutarate-dependent
>GCA_003220525.1_KJIOAMGJ_03488,Haloalkane
>GCA_003220525.1_KJIOAMGJ_03489,Acetoin:2,6-dichlorophenolindophenol
>GCA_003220525.1_KJIOAMGJ_03490,hypothetical
>GCA_003220525.1_KJIOAMGJ_04825,hypothetical
>GCA_003220525.1_KJIOAMGJ_04826,Inositol
>GCA_003220525.1_KJIOAMGJ_04827,NADH
>GCA_003220525.1_KJIOAMGJ_04828,Alpha-ketoglutarate-dependent
>GCA_003220525.1_KJIOAMGJ_04829,Transcriptional
>GCA_003220525.1_KJIOAMGJ_04830,p-hydroxybenzoic
>GCA_003220525.1_KJIOAMGJ_04831,Multidrug
>GCA_003220535.1_NKGOMHMG_01797,hypothetical
>GCA_003220535.1_NKGOMHMG_01798,Acetoin:2,6-dichlorophenolindophenol
>GCA_003220535.1_NKGOMHMG_01799,Haloalkane
>GCA_003220535.1_NKGOMHMG_01800,Alpha-ketoglutarate-dependent
>GCA_003220535.1_NKGOMHMG_01801,Energy-dependent
>GCA_003220535.1_NKGOMHMG_01802,hypothetical
>GCA_003220535.1_NKGOMHMG_01803,Multidrug
>GCA_003220535.1_NKGOMHMG_04842,hypothetical
>GCA_003220535.1_NKGOMHMG_04843,hypothetical
>GCA_003220535.1_NKGOMHMG_04844,Sensor
>GCA_003220535.1_NKGOMHMG_04845,Alpha-ketoglutarate-dependent
>GCA_003220535.1_NKGOMHMG_04846,hypothetical
>GCA_003220535.1_NKGOMHMG_04847,Adenosylcobalamin/alpha-ribazole
>GCA_003220535.1_NKGOMHMG_04848,putative
>GCA_003220535.1_NKGOMHMG_05397,hypothetical
>GCA_003220535.1_NKGOMHMG_05398,hypothetical
>GCA_003220535.1_NKGOMHMG_05399,Flavin-dependent
>GCA_003220535.1_NKGOMHMG_05400,Alpha-ketoglutarate-dependent
>GCA_003220535.1_NKGOMHMG_05401,hypothetical
>GCA_003220535.1_NKGOMHMG_05402,hypothetical
>GCA_003220535.1_NKGOMHMG_05403,hypothetical
>GCA_003220535.1_NKGOMHMG_06734,Acetolactate
>GCA_003220535.1_NKGOMHMG_06735,hypothetical
>GCA_003220535.1_NKGOMHMG_06736,hypothetical
>GCA_003220535.1_NKGOMHMG_06737,Alpha-ketoglutarate-dependent
>GCA_003220535.1_NKGOMHMG_06738,hypothetical
>GCA_003220535.1_NKGOMHMG_06739,hypothetical
>GCA_003220535.1_NKGOMHMG_06740,Short-chain-enoyl-CoA
>GCA_003220605.1_FLAOCMPE_01357,hypothetical
>GCA_003220605.1_FLAOCMPE_01358,High-affinity
>GCA_003220605.1_FLAOCMPE_01359,Leucine-,
>GCA_003220605.1_FLAOCMPE_01360,Alpha-ketoglutarate-dependent
>GCA_003220605.1_FLAOCMPE_01361,hypothetical
>GCA_003220605.1_FLAOCMPE_01362,hypothetical
>GCA_003220605.1_FLAOCMPE_01363,hypothetical
>GCA_003220605.1_FLAOCMPE_06153,hypothetical
>GCA_003220605.1_FLAOCMPE_06154,hypothetical
>GCA_003220605.1_FLAOCMPE_06155,hypothetical
>GCA_003220605.1_FLAOCMPE_06156,Alpha-ketoglutarate-dependent
>GCA_003220605.1_FLAOCMPE_06157,Acid
>GCA_003220605.1_FLAOCMPE_06158,hypothetical
>GCA_003220605.1_FLAOCMPE_06159,hypothetical
>GCA_003220675.1_BBIMADKA_02205,hypothetical
>GCA_003220675.1_BBIMADKA_02206,Na(+)/H(+)-K(+)
>GCA_003220675.1_BBIMADKA_02207,hypothetical
>GCA_003220675.1_BBIMADKA_02210,Alpha-ketoglutarate-dependent
>GCA_003220675.1_BBIMADKA_02211,Vitamin
>GCA_003220675.1_BBIMADKA_02212,Acetoin:2,6-dichlorophenolindophenol
>GCA_003220675.1_BBIMADKA_02213,hypothetical
>GCA_003220675.1_BBIMADKA_02356,L-2-hydroxyglutarate
>GCA_003220675.1_BBIMADKA_02357,hypothetical
>GCA_003220675.1_BBIMADKA_02358,hypothetical
>GCA_003220675.1_BBIMADKA_02359,Alpha-ketoglutarate-dependent
>GCA_003220675.1_BBIMADKA_02360,Acetyl-CoA:oxalate
>GCA_003220675.1_BBIMADKA_02361,3-oxoadipate
>GCA_003220675.1_BBIMADKA_02362,Transcription
>GCA_003220725.1_GCIBPDEE_01177,hypothetical
>GCA_003220725.1_GCIBPDEE_01178,Peptide
>GCA_003220725.1_GCIBPDEE_01179,Pyridoxal
>GCA_003220725.1_GCIBPDEE_01180,Alpha-ketoglutarate-dependent
>GCA_003220725.1_GCIBPDEE_01181,Protein
>GCA_003220725.1_GCIBPDEE_01182,Alanine
>GCA_003220725.1_GCIBPDEE_01183,putative
>GCA_003220725.1_GCIBPDEE_01855,Protease
>GCA_003220725.1_GCIBPDEE_01856,hypothetical
>GCA_003220725.1_GCIBPDEE_01857,hypothetical
>GCA_003220725.1_GCIBPDEE_01858,Alpha-ketoglutarate-dependent
>GCA_003220725.1_GCIBPDEE_01859,hypothetical
>GCA_003220725.1_GCIBPDEE_01860,hypothetical
>GCA_003220725.1_GCIBPDEE_01861,Flavin-dependent
>GCA_003220725.1_GCIBPDEE_02196,Heme-binding
>GCA_003220725.1_GCIBPDEE_02197,Homoisocitrate
>GCA_003220725.1_GCIBPDEE_02198,Oligopeptide-binding
>GCA_003220725.1_GCIBPDEE_02199,Alpha-ketoglutarate-dependent
>GCA_003220725.1_GCIBPDEE_02200,ATP-dependent
>GCA_003220725.1_GCIBPDEE_02201,ATP-dependent
>GCA_003220725.1_GCIBPDEE_02202,Glucose
>GCA_003220735.1_IMDMFDFI_01090,hypothetical
>GCA_003220735.1_IMDMFDFI_01091,hypothetical
>GCA_003220735.1_IMDMFDFI_01092,hypothetical
>GCA_003220735.1_IMDMFDFI_01093,Alpha-ketoglutarate-dependent
>GCA_003220735.1_IMDMFDFI_01094,hypothetical
>GCA_003220735.1_IMDMFDFI_01095,Carboxylesterase
>GCA_003220735.1_IMDMFDFI_01096,hypothetical
>GCA_003220735.1_IMDMFDFI_01400,hypothetical
>GCA_003220735.1_IMDMFDFI_01401,hypothetical
>GCA_003220735.1_IMDMFDFI_01402,hypothetical
>GCA_003220735.1_IMDMFDFI_01403,Alpha-ketoglutarate-dependent
>GCA_003220735.1_IMDMFDFI_01404,hypothetical
>GCA_003220735.1_IMDMFDFI_01405,hypothetical
>GCA_003220735.1_IMDMFDFI_01406,HTH-type
>GCA_003221435.1_EKCCDGBL_02341,F420-dependent
>GCA_003221435.1_EKCCDGBL_02342,hypothetical
>GCA_003221435.1_EKCCDGBL_02343,hypothetical
>GCA_003221435.1_EKCCDGBL_02344,Alpha-ketoglutarate-dependent
>GCA_003221435.1_EKCCDGBL_02345,hypothetical
>GCA_003221435.1_EKCCDGBL_02346,hypothetical
>GCA_003221435.1_EKCCDGBL_02347,hypothetical
>GCA_003221455.1_NHFODOFF_03056,Ribosome-binding
>GCA_003221455.1_NHFODOFF_03057,hypothetical
>GCA_003221455.1_NHFODOFF_03058,putative
>GCA_003221455.1_NHFODOFF_03059,Alpha-ketoglutarate-dependent
>GCA_003221455.1_NHFODOFF_03060,Selenocysteine-containing
>GCA_003221455.1_NHFODOFF_03061,hypothetical
>GCA_003221455.1_NHFODOFF_03062,hypothetical
>GCA_003221455.1_NHFODOFF_03063,Enoyl-[acyl-carrier-protein]
>GCA_003221455.1_NHFODOFF_03064,F420-dependent
>GCA_003221455.1_NHFODOFF_03065,hypothetical
>GCA_003221455.1_NHFODOFF_03066,Alpha-ketoglutarate-dependent
>GCA_003221455.1_NHFODOFF_03067,putative
>GCA_003221455.1_NHFODOFF_03068,hypothetical
>GCA_003221455.1_NHFODOFF_03069,Sensor
>GCA_003221455.1_NHFODOFF_04011,ECF
>GCA_003221455.1_NHFODOFF_04012,hypothetical
>GCA_003221455.1_NHFODOFF_04013,hypothetical
>GCA_003221455.1_NHFODOFF_04014,Alpha-ketoglutarate-dependent
>GCA_003221455.1_NHFODOFF_04015,hypothetical
>GCA_003221455.1_NHFODOFF_04016,hypothetical
>GCA_003221455.1_NHFODOFF_04017,hypothetical
>GCA_003221475.1_JGOBBEGA_02090,Putative
>GCA_003221475.1_JGOBBEGA_02091,hypothetical
>GCA_003221475.1_JGOBBEGA_02092,hypothetical
>GCA_003221475.1_JGOBBEGA_02093,Alpha-ketoglutarate-dependent
>GCA_003221475.1_JGOBBEGA_02094,hypothetical
>GCA_003221475.1_JGOBBEGA_02095,hypothetical
>GCA_003221475.1_JGOBBEGA_02096,hypothetical
>GCA_003221475.1_JGOBBEGA_02158,hypothetical
>GCA_003221475.1_JGOBBEGA_02159,hypothetical
