accession,name,ncbi_group,group,strain,biosample,bioproject,study,source,reference,status,size,gc,replicons,wgs,scaffolds,CDS,release_date,genbank_ftp,refseq_ftp
GCA_002170445.2,Hyphomicrobiaceae bacterium TMED74,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,TMED74,SAMN06971928,PRJna385857,marine plankton metagenome,marine,Tully et al. 2017 PeerJ,Contig,4.96425,53.4,,NHEB02,168,4417,2017-06-05T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/170/445/GCA_002170445.2_ASM217044v2,
GCA_002170615.1,Candidatus Endolissoclinum sp. TMED55,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,TMED55,SAMN06971909,PRJna385857,marine plankton metagenome,marine,Tully et al. 2017 PeerJ,Contig,3.4645,43.5,,NHDI01,123,3293,2017-06-05T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/170/615/GCA_002170615.1_ASM217061v1,
GCA_002172835.1,Candidatus Endolissoclinum sp. TMED26,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,TMED26,SAMN06971880,PRJna385857,marine plankton metagenome,marine,Tully et al. 2017 PeerJ,Contig,2.9977,55.2,,NHCF01,90,2851,2017-06-05T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/172/835/GCA_002172835.1_ASM217283v1,
GCA_002174295.1,Mycobacterium avium subsp. paratuberculosis,Bacteria;Terrabacteria group;Actinobacteria,Actinobacteria,C4A4,SAMN06272990,PRJna368791,goat,animal_associated,Barbosa et al. 2017,Contig,4.85141,69.3,,MWPB01,58,4235,2017-06-06T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/174/295/GCA_002174295.1_ASM217429v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/174/295/GCF_002174295.1_ASM217429v1
GCA_002180005.1,Mycobacterium avium subsp. paratuberculosis,Bacteria;Terrabacteria group;Actinobacteria,Actinobacteria,A3,SAMN06272994,PRJna368791,goat,animal_associated,Barbosa et al. 2017,Contig,4.84773,69.3,,MWQD01,51,4253,2017-06-08T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/180/005/GCA_002180005.1_ASM218000v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/180/005/GCF_002180005.1_ASM218000v1
GCA_002188465.1,Pigmentiphaga sp. NML080357,Bacteria;Proteobacteria;Betaproteobacteria,Betaproteobacteria,NML080357,SAMN07162457,PRJna387195,clinical isolate,human_associated,na,Contig,5.73486,66.7,,NINW01,59,5294,2017-06-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/188/465/GCA_002188465.1_ASM218846v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/188/465/GCF_002188465.1_ASM218846v1
GCA_002188635.1,Pigmentiphaga sp. NML030171,Bacteria;Proteobacteria;Betaproteobacteria,Betaproteobacteria,NML030171,SAMN07162456,PRJna387195,clinical isolate,human_associated,na,Contig,5.86214,67.5,,NINX01,57,5421,2017-06-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/188/635/GCA_002188635.1_ASM218863v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/188/635/GCF_002188635.1_ASM218863v1
GCA_002192685.1,Achromobacter denitrificans,Bacteria;Proteobacteria;Betaproteobacteria,Betaproteobacteria,DP_1,SAMN06009452,PRJna184698,sediment metagenome,terrestrial,na,Contig,6.54264,67.6,,MTLH01,222,6011,2017-06-14T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/192/685/GCA_002192685.1_ASM219268v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/192/685/GCF_002192685.1_ASM219268v1
GCA_002192695.1,Achromobacter xylosoxidans,Bacteria;Proteobacteria;Betaproteobacteria,Betaproteobacteria,B_1,SAMN06009451,PRJna184698,sediment metagenome,terrestrial,na,Contig,7.21241,66.1,,MTLG01,132,6577,2017-06-14T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/192/695/GCA_002192695.1_ASM219269v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/192/695/GCF_002192695.1_ASM219269v1
GCA_002192705.1,Achromobacter xylosoxidans,Bacteria;Proteobacteria;Betaproteobacteria,Betaproteobacteria,DPB_1,SAMN06009453,PRJna184698,sediment metagenome,terrestrial,na,Contig,7.23396,66.2,,MTLI01,319,6550,2017-06-14T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/192/705/GCA_002192705.1_ASM219270v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/192/705/GCF_002192705.1_ASM219270v1
GCA_002201735.1,Mycobacterium avium subsp. hominissuis,Bacteria;Terrabacteria group;Actinobacteria,Actinobacteria,11,SAMN07184188,PRJna338076,isolate,isolate,Yee et al. 2017,Contig,5.44889,69,,NISH01,70,4976,2017-06-20T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/201/735/GCA_002201735.1_ASM220173v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/201/735/GCF_002201735.1_ASM220173v1
GCA_002205315.1,Achromobacter denitrificans,Bacteria;Proteobacteria;Betaproteobacteria,Betaproteobacteria,PR1,SAMN06819206,PRJna383898,activated sludge,engineered,na,Complete,6.9292,67.4,chromosome:NZ_CP020917.1/CP020917.1,,1,6293,2017-06-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/205/315/GCA_002205315.1_ASM220531v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/205/315/GCF_002205315.1_ASM220531v1
GCA_002206625.1,Polynucleobacter campilacus,Bacteria;Proteobacteria;Betaproteobacteria,Betaproteobacteria,MWH-Feld-100,SAMN07121064,PRJna295639,polynucleobacter sequencing,freshwater,Hahn et al. 2017,Contig,1.97581,45.2,,NGUP01,9,1955,2017-06-23T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/206/625/GCA_002206625.1_ASM220662v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/206/625/GCF_002206625.1_ASM220662v1
GCA_002208705.2,Mycobacterium avium subsp. paratuberculosis,Bacteria;Terrabacteria group;Actinobacteria,Actinobacteria,FDAARGOS_305,SAMN06173318,PRJna231221,FDA-ARGOS,human_associated,Sichtig et al. 2019 nat Comm,Complete,4.83248,69.3,chromosome:NZ_CP022095.2/CP022095.2,,1,4331,2017-06-27T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/208/705/GCA_002208705.2_ASM220870v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/208/705/GCF_002208705.2_ASM220870v2
GCA_002209555.1,Achromobacter insolitus,Bacteria;Proteobacteria;Betaproteobacteria,Betaproteobacteria,LMG 6003,SAMN07270367,PRJna391536,isolate,isolate,na,Contig,6.44444,65.1,,NJIF01,29,5830,2017-06-27T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/209/555/GCA_002209555.1_ASM220955v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/209/555/GCF_002209555.1_ASM220955v1
GCA_002209565.1,Candidimonas nitroreducens,Bacteria;Proteobacteria;Betaproteobacteria,Betaproteobacteria,SC-089,SAMN07270373,PRJna391542,isolate,isolate,na,Contig,5.607,63.6,,NJIH01,34,4858,2017-06-27T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/209/565/GCA_002209565.1_ASM220956v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/209/565/GCF_002209565.1_ASM220956v1
GCA_002211525.1,Mycobacterium avium subsp. paratuberculosis,Bacteria;Terrabacteria group;Actinobacteria,Actinobacteria,JII-1961,SAMN07249768,PRJna390765,dairy cattle ,animal_associated,Mobius et al. 2015, Chromosome,4.82973,69.3,chromosome:NZ_CP022105.1/CP022105.1,,1,4325,2017-06-30T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/211/525/GCA_002211525.1_ASM221152v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/211/525/GCF_002211525.1_ASM221152v1
GCA_002216225.1,Pandoraea sp. CB10b_02,Bacteria;Proteobacteria;Betaproteobacteria,Betaproteobacteria,CB10b_02,SAMN07198329,PRJna335650,soil metagenome,terrestrial,na,Contig,4.84098,65.9,,NJGW01,87,0,2017-07-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/216/225/GCA_002216225.1_cb10b_02,
GCA_002223345.1,Burkholderia sp. AU16741,Bacteria;Proteobacteria;Betaproteobacteria,Betaproteobacteria,AU16741,SAMN07257382,PRJna391085,isolate,isolate,na,Contig,7.29344,66.9,,NKEZ01,34,6338,2017-07-20T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/223/345/GCA_002223345.1_ASM222334v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/223/345/GCF_002223345.1_ASM222334v1
GCA_002232005.1,Mycobacterium avium subsp. paratuberculosis,Bacteria;Terrabacteria group;Actinobacteria,Actinobacteria,JIII-386,SAMN07204620,PRJna389670,sheep strain,animal_associated,Mobius et al. 2015,Scaffold,4.85027,69.1,,NKRI01,6,4323,2017-07-25T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/232/005/GCA_002232005.1_ASM223200v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/232/005/GCF_002232005.1_ASM223200v1
GCA_002238015.1,Pandoraea apista,Bacteria;Proteobacteria;Betaproteobacteria,Betaproteobacteria,Pa16226,SAMN06677536,PRJna381452,clinical isolate,human_associated,na,Contig,5.72449,62.7,,NBTA01,23,4980,2017-08-01T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/238/015/GCA_002238015.1_ASM223801v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/238/015/GCF_002238015.1_ASM223801v1
GCA_002238415.1,Desulfurellaceae bacterium bin18,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,bin18,SAMN05959505,PRJna326328,sponge metagenome,symbiont,Slaby et al. 2017,Contig,5.24332,57.8,,MPMI01,83,0,2017-08-01T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/238/415/GCA_002238415.1_ASM223841v1,
GCA_002238645.1,Alphaproteobacteria bacterium bin52,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,bin52,SAMN05959514,PRJna326328,sponge metagenome,symbiont,Slaby et al. 2017,Contig,4.20251,66.5,,MPMT01,120,0,2017-08-01T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/238/645/GCA_002238645.1_ASM223864v1,
GCA_002238725.1,Rhodospirillaceae bacterium bin65,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,bin65,SAMN05959518,PRJna326328,sponge metagenome,symbiont,Slaby et al. 2017,Contig,4.28841,66.2,,MPMX01,94,0,2017-08-01T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/238/725/GCA_002238725.1_ASM223872v1,
GCA_002238885.1,Alphaproteobacteria bacterium bin95,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,bin95,SAMN05959526,PRJna326328,sponge metagenome,symbiont,Slaby et al. 2017,Contig,3.41475,66.3,,MPNF01,582,0,2017-08-01T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/238/885/GCA_002238885.1_ASM223888v1,
GCA_002239065.1,Defluviicoccus sp. bin129,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,bin129,SAMN05959535,PRJna326328,sponge metagenome,symbiont,Slaby et al. 2017,Contig,4.83132,69.5,,MPNO01,122,0,2017-08-01T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/239/065/GCA_002239065.1_ASM223906v1,
GCA_002240435.1,Bordetella pertussis,Bacteria;Proteobacteria;Betaproteobacteria,Betaproteobacteria,J078,SAMN07137592,PRJna279196,WGS bordetella pertussis geographic and temporal diveristy in the United States,human_associated,Weigand study,Complete,4.10091,67.7,chromosome:NZ_CP021401.1/CP021401.1,,1,3595,2017-08-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/240/435/GCA_002240435.1_ASM224043v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/240/435/GCF_002240435.1_ASM224043v1
GCA_002240475.1,Bordetella pertussis,Bacteria;Proteobacteria;Betaproteobacteria,Betaproteobacteria,H696,SAMN07137591,PRJna279196,WGS bordetella pertussis geographic and temporal diveristy in the United States,human_associated,Weigand study,Complete,4.10313,67.7,chromosome:NZ_CP021402.1/CP021402.1,,1,3597,2017-08-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/240/475/GCA_002240475.1_ASM224047v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/240/475/GCF_002240475.1_ASM224047v1
GCA_002240495.1,Bordetella pertussis,Bacteria;Proteobacteria;Betaproteobacteria,Betaproteobacteria,J473,SAMN07137593,PRJna279196,WGS bordetella pertussis geographic and temporal diveristy in the United States,human_associated,Weigand study,Complete,4.11458,67.7,chromosome:NZ_CP021403.1/CP021403.1,,1,3527,2017-08-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/240/495/GCA_002240495.1_ASM224049v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/240/495/GCF_002240495.1_ASM224049v1
GCA_002240515.1,Bordetella pertussis,Bacteria;Proteobacteria;Betaproteobacteria,Betaproteobacteria,J625,SAMN07327524,PRJna279196,WGS bordetella pertussis geographic and temporal diveristy in the United States,human_associated,Weigand study,Complete,4.11034,67.7,chromosome:NZ_CP022362.1/CP022362.1,,1,3597,2017-08-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/240/515/GCA_002240515.1_ASM224051v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/240/515/GCF_002240515.1_ASM224051v1
GCA_002255195.1,Rhodospirillales bacterium 20-64-7,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,20-64-7,SAMN06622451,PRJna379596,mine drainage metagenome,engineered,na,Scaffold,5.76385,64.3,,NCAM01,660,5350,2017-08-16T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/255/195/GCA_002255195.1_ASM225519v1,
GCA_002256335.1,Bradyrhizobium sp. PARBB1,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,PARBB1,SAMN07280670,PRJna340070,diatom isolates,symbiont,na,Scaffold,7.72292,64.5,,NKIX01,206,7024,2017-08-16T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/256/335/GCA_002256335.1_ASM225633v1,
GCA_002256775.1,Novosphingobium sp. 17-62-19,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,17-62-19,SAMN06622246,PRJna379596,mine drainage metagenome,engineered,na,Scaffold,3.81513,61.7,,NCII01,149,3447,2017-08-16T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/256/775/GCA_002256775.1_ASM225677v1,
GCA_002256875.1,Sphingomonadales bacterium 39-62-4,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,39-62-4,SAMN06622234,PRJna379596,mine drainage metagenome,engineered,na,Scaffold,1.74653,62.2,,NCIU01,1043,2026,2017-08-16T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/256/875/GCA_002256875.1_ASM225687v1,
GCA_002261295.1,Bordetella genomosp. 4,Bacteria;Proteobacteria;Betaproteobacteria,Betaproteobacteria,AU14378,SAMN06767136,PRJna385118,isolate,isolate,na,Contig,5.46048,59.6,,NEVO01,19,4841,2017-08-21T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/261/295/GCA_002261295.1_ASM226129v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/261/295/GCF_002261295.1_ASM226129v1
GCA_002261345.1,Bordetella genomosp. 2,Bacteria;Proteobacteria;Betaproteobacteria,Betaproteobacteria,AU8256,SAMN06767130,PRJna385118,isolate,isolate,na,Contig,5.02045,68.5,,NEVT01,9,4662,2017-08-21T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/261/345/GCA_002261345.1_ASM226134v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/261/345/GCF_002261345.1_ASM226134v1
GCA_002266435.2,Bradyrhizobium sp. 2 39S1MB,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,39S1MB,SAMN07448754,PRJna397110,root nodule soybean,plant_associated,Bromfield et al. 2019,Complete,7.04452,64.7,chromosome:NZ_CP029426.1/CP029426.1,,1,6441,2018-05-16T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/266/435/GCA_002266435.2_ASM226643v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/266/435/GCF_002266435.2_ASM226643v2
GCA_002266465.2,Bradyrhizobium sp. 3 85S1MB,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,85S1MB,SAMN07448748,PRJna397108,root nodule,plant_associated,Bromfield et al. 2019,Complete,7.0395,64.3,chromosome:NZ_CP029427.1/CP029427.1,,1,6414,2018-05-16T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/266/465/GCA_002266465.2_ASM226646v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/266/465/GCF_002266465.2_ASM226646v2
GCA_002270325.1,Bordetella pertussis,Bacteria;Proteobacteria;Betaproteobacteria,Betaproteobacteria,ID20,SAMN07235949,PRJna390469,isolate,isolate,na,Contig,3.91044,67.8,,NIWY01,276,3747,2017-08-25T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/270/325/GCA_002270325.1_ASM227032v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/270/325/GCF_002270325.1_ASM227032v1
GCA_002278135.2,Bradyrhizobium ottawaense,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,OO99,SAMN07448707,PRJna397101,isolate,isolate,Nguyen et al. 2018,Complete,8.60633,63.8,chromosome:NZ_CP029425.1/CP029425.1,,1,7700,2018-05-16T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/278/135/GCA_002278135.2_ASM227813v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/278/135/GCF_002278135.2_ASM227813v2
GCA_002279825.1,Sphingomonadales bacterium 12-68-11,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,12-68-11,SAMN06622389,PRJna379596,mine drainage metagenome,engineered,na,Scaffold,2.86526,67.9,,NCCV01,9,2732,2017-08-16T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/279/825/GCA_002279825.1_ASM227982v1,
GCA_002280335.1,Sphingomonadales bacterium 32-68-7,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,32-68-7,SAMN06622364,PRJna379596,mine drainage metagenome,engineered,na,Scaffold,2.66478,67.8,,NCDU01,107,2493,2017-08-16T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/280/335/GCA_002280335.1_ASM228033v1,
GCA_002280685.1,Sphingomonadales bacterium 32-64-17,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,32-64-17,SAMN06622344,PRJna379596,mine drainage metagenome,engineered,na,Scaffold,3.28894,64.2,,NCEO01,116,3094,2017-08-16T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/280/685/GCA_002280685.1_ASM228068v1,
GCA_002281325.1,Rhodospirillales bacterium 35-66-84,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,35-66-84,SAMN06622313,PRJna379596,mine drainage metagenome,engineered,na,Scaffold,6.17383,66.2,,NCFT01,66,5898,2017-08-16T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/281/325/GCA_002281325.1_ASM228132v1,
GCA_002281855.1,Rhodospirillales bacterium 24-66-33,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,24-66-33,SAMN06622264,PRJna379596,mine drainage metagenome,engineered,na,Scaffold,6.12254,66.3,,NCHQ01,54,5863,2017-08-16T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/281/855/GCA_002281855.1_ASM228185v1,
GCA_002282435.1,Rhodospirillales bacterium 39-66-50,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,39-66-50,SAMN06622219,PRJna379596,mine drainage metagenome,engineered,na,Scaffold,6.13774,66.2,,NCJJ01,55,5857,2017-08-16T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/282/435/GCA_002282435.1_ASM228243v1,
GCA_002285955.1,Bordetella pertussis,Bacteria;Proteobacteria;Betaproteobacteria,Betaproteobacteria,E945,SAMN05583817,PRJna279196,WGS bordetella pertussis geographic and temporal diveristy in the United States,human_associated,Weigand study,Complete,4.12784,67.7,chromosome:NZ_CP016956.1/CP016956.1,,1,3599,2017-09-05T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/285/955/GCA_002285955.1_ASM228595v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/285/955/GCF_002285955.1_ASM228595v1
GCA_002285975.1,Bordetella pertussis,Bacteria;Proteobacteria;Betaproteobacteria,Betaproteobacteria,B226,SAMN05583809,PRJna279196,WGS bordetella pertussis geographic and temporal diveristy in the United States,human_associated,Weigand study,Complete,4.12604,67.7,chromosome:NZ_CP016957.1/CP016957.1,,1,3601,2017-09-05T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/285/975/GCA_002285975.1_ASM228597v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/285/975/GCF_002285975.1_ASM228597v1
GCA_002285995.1,Bordetella pertussis,Bacteria;Proteobacteria;Betaproteobacteria,Betaproteobacteria,E537,SAMN05583815,PRJna279196,WGS bordetella pertussis geographic and temporal diveristy in the United States,human_associated,Weigand study,Complete,4.11059,67.7,chromosome:NZ_CP016958.1/CP016958.1,,1,3589,2017-09-05T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/285/995/GCA_002285995.1_ASM228599v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/285/995/GCF_002285995.1_ASM228599v1
GCA_002286015.1,Bordetella pertussis,Bacteria;Proteobacteria;Betaproteobacteria,Betaproteobacteria,D422,SAMN05583811,PRJna279196,WGS bordetella pertussis geographic and temporal diveristy in the United States,human_associated,Weigand study,Complete,4.10744,67.7,chromosome:NZ_CP016959.1/CP016959.1,,1,3585,2017-09-05T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/286/015/GCA_002286015.1_ASM228601v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/286/015/GCF_002286015.1_ASM228601v1
GCA_002286035.1,Bordetella pertussis,Bacteria;Proteobacteria;Betaproteobacteria,Betaproteobacteria,D735,SAMN05583813,PRJna279196,WGS bordetella pertussis geographic and temporal diveristy in the United States,human_associated,Weigand study,Complete,4.1063,67.7,chromosome:NZ_CP016960.1/CP016960.1,,1,3590,2017-09-05T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/286/035/GCA_002286035.1_ASM228603v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/286/035/GCF_002286035.1_ASM228603v1
GCA_002286055.1,Bordetella pertussis,Bacteria;Proteobacteria;Betaproteobacteria,Betaproteobacteria,C934,SAMN05583810,PRJna279196,WGS bordetella pertussis geographic and temporal diveristy in the United States,human_associated,Weigand study,Complete,4.1043,67.7,chromosome:NZ_CP016961.1/CP016961.1,,1,3583,2017-09-05T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/286/055/GCA_002286055.1_ASM228605v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/286/055/GCF_002286055.1_ASM228605v1
GCA_002286075.1,Bordetella pertussis,Bacteria;Proteobacteria;Betaproteobacteria,Betaproteobacteria,E898,SAMN05583816,PRJna279196,WGS bordetella pertussis geographic and temporal diveristy in the United States,human_associated,Weigand study,Complete,4.10324,67.7,chromosome:NZ_CP016962.1/CP016962.1,,1,3587,2017-09-05T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/286/075/GCA_002286075.1_ASM228607v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/286/075/GCF_002286075.1_ASM228607v1
GCA_002286095.1,Bordetella pertussis,Bacteria;Proteobacteria;Betaproteobacteria,Betaproteobacteria,D799,SAMN05583814,PRJna279196,WGS bordetella pertussis geographic and temporal diveristy in the United States,human_associated,Weigand study,Complete,4.1032,67.7,chromosome:NZ_CP016963.1/CP016963.1,,1,3586,2017-09-05T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/286/095/GCA_002286095.1_ASM228609v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/286/095/GCF_002286095.1_ASM228609v1
GCA_002286115.1,Bordetella pertussis,Bacteria;Proteobacteria;Betaproteobacteria,Betaproteobacteria,D717,SAMN05583812,PRJna279196,WGS bordetella pertussis geographic and temporal diveristy in the United States,human_associated,Weigand study,Complete,4.10226,67.7,chromosome:NZ_CP016964.1/CP016964.1,,1,3586,2017-09-05T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/286/115/GCA_002286115.1_ASM228611v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/286/115/GCF_002286115.1_ASM228611v1
GCA_002286135.1,Bordetella pertussis,Bacteria;Proteobacteria;Betaproteobacteria,Betaproteobacteria,E541,SAMN05583850,PRJna279196,WGS bordetella pertussis geographic and temporal diveristy in the United States,human_associated,Weigand study,Complete,4.10534,67.7,chromosome:NZ_CP016966.1/CP016966.1,,1,3584,2017-09-05T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/286/135/GCA_002286135.1_ASM228613v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/286/135/GCF_002286135.1_ASM228613v1
